group,year,date,isFemale,focalID,adult1,adult2,adult3,adult4
3,2019,10/3/2019,0,M052,,,,
3,2017,4/10/2017,1,M032,M027,,,
3,2018,1/10/2018,1,M032,,,,
1,2014,6/11/2014,1,M325,,,,
2,2013,9/16/2013,1,M440,,,,
4,2016,12/13/2016,0,M159,,,,
4,2018,2/2/2018,1,M200,,,,
4,2017,5/4/2017,1,M548,M125,,,
4,2017,9/10/2017,0,M046,,,,
4,2016,2/20/2016,0,M180,,,,
4,2015,9/18/2015,0,M151,,,,
1,2015,3/17/2015,0,M259,,,,
4,2015,10/2/2015,0,M120,M168,,,
3,2017,3/21/2017,0,M033,M053,,,
3,2016,12/13/2016,0,M038,M042,,,
3,2013,10/30/2013,1,M009,,M011,,
3,2019,8/22/2019,1,M100,,,,
1,2016,8/18/2016,0,M316,,,,
3,2019,9/27/2019,1,M494,M016,,,
3,2019,6/19/2019,1,M048,,,,
2,2013,9/12/2013,1,M432,,,,
1,2017,8/8/2017,0,M357,,,,
4,2019,7/27/2019,0,M161,,,,
4,2015,4/7/2015,0,M165,,,,
4,2016,4/9/2016,1,M214,,,,
1,2018,12/9/2018,0,M220,,,,
1,2017,4/3/2017,1,M306,,,,
3,2019,4/17/2019,0,M022,M044,M041,,
3,2019,7/19/2019,0,M081,M091,,,
1,2017,9/9/2017,0,M298,,,,
1,2016,1/25/2016,1,M346,,,,
3,2016,6/29/2016,1,M065,,M075,,
1,2017,6/8/2017,0,M312,,,,
3,2017,3/3/2017,1,M026,,,,
3,2019,9/30/2019,0,M093,M035,M100,M020,
4,2016,3/16/2016,0,M224,,,,
1,2015,9/7/2015,1,M285,,,,
3,2017,9/27/2017,1,M026,M010,,,
2,2014,9/8/2014,1,M432,M428,,,
3,2018,6/21/2018,1,M017,M010,M017,,
4,2017,5/19/2017,0,M148,,,,
3,2015,10/10/2015,1,M003,,,,
4,2017,9/12/2017,0,M547,,,,
4,2017,8/8/2017,1,M135,,,,
3,2017,9/4/2017,0,M054,M093,,,
1,2018,2/20/2018,1,M345,,,,
4,2019,10/3/2019,1,M204,M241,,,
4,2017,5/10/2017,0,M211,,,,
3,2017,8/4/2017,1,M009,M044,,,
1,2014,6/5/2014,0,M350,,,,
4,2018,5/31/2018,0,M147,,,,
4,2019,6/13/2019,0,M192,,,,
3,2017,8/27/2017,0,M097,,,,
4,2017,4/11/2017,1,M139,,,,
3,2013,11/11/2013,1,M009,,,,
4,2016,4/4/2016,1,M129,,,,
4,2019,9/24/2019,0,M502,,,,
2,2013,9/23/2013,1,M418,,,,
4,2017,9/27/2017,0,M233,,,,
4,2015,5/11/2015,0,M120,,,,
3,2017,6/21/2017,1,M031,,,,
3,2014,7/7/2014,1,M015,,,,
3,2018,6/13/2018,1,M021,M086,M091,,
1,2014,3/16/2014,0,M270,,,,
4,2018,7/3/2018,1,M184,,,,
4,2018,8/21/2018,0,M233,,,,
3,2019,4/7/2019,1,M494,M077,,,
3,2018,8/2/2018,0,M044,,,,
3,2017,9/27/2017,1,M026,M016,M027,M034,
2,2014,4/8/2014,0,M446,,,,
4,2018,6/22/2018,0,M174,,,,
4,2018,7/13/2018,0,M175,,,,
1,2014,8/5/2014,1,M265,,,,
4,2015,2/10/2015,1,M144,,,,
3,2018,2/5/2018,1,M035,M025,,,
3,2018,6/13/2018,0,M091,M113,,,
1,2016,3/27/2016,1,M346,,,,
3,2017,8/22/2017,1,M016,,,,
1,2016,2/25/2016,0,M360,,,,
4,2017,7/14/2017,0,M233,,,,
3,2017,6/7/2017,0,M025,,,,
3,2016,8/30/2016,1,M031,,,,
4,2016,5/9/2016,1,M124,,,,
4,2019,9/27/2019,0,M192,,,,
3,2018,9/19/2018,0,M376,M014,,,
4,2017,7/30/2017,1,M221,,,,
4,2017,9/25/2017,1,M387,,,,
2,2017,8/23/2017,1,M472,,,,
1,2016,2/16/2016,0,M315,,,,
3,2019,6/30/2019,1,M077,M025,,,
4,2017,5/26/2017,1,M184,,,,
4,2018,6/2/2018,1,M150,,,,
1,2016,8/10/2016,1,M012,,,,
4,2017,4/10/2017,1,M232,M186,,,
1,2017,2/17/2017,1,M296,,,,
4,2017,5/23/2017,1,M236,,,,
4,2017,4/12/2017,1,M554,,,,
1,2016,3/16/2016,1,M283,,,,
4,2015,10/2/2015,0,M188,,,,
3,2018,6/21/2018,1,M003,M016,,,
1,2015,6/24/2015,0,M332,,,,
3,2019,1/31/2019,1,M016,M044,M033,M049,
1,2017,6/14/2017,1,M313,,,,
1,2016,11/17/2016,0,M360,,,,
4,2019,4/18/2019,0,M229,M175,,,
3,2019,4/4/2019,0,M081,,,,
2,2015,9/2/2015,0,M488,,,,
3,2019,8/21/2019,1,M077,,,,
3,2017,1/17/2017,1,M032,M091,,,
1,2017,6/13/2017,1,M344,,,,
3,2018,8/7/2018,0,M104,,M080,,
3,2019,3/1/2019,1,M067,M074,,,
4,2018,8/8/2018,0,M125,,,,
1,2016,5/2/2016,0,M406,,,,
4,2017,2/17/2017,0,M179,,,,
1,2016,3/22/2016,1,M254,,,,
3,2017,9/8/2017,0,M008,M011,M014,,
3,2019,8/5/2019,1,M018,M035,M036,,
4,2019,7/22/2019,0,M229,,,,
4,2019,8/27/2019,1,M124,M120,M214,,
3,2019,5/19/2019,1,M053,M021,M052,M044,
2,2014,5/15/2014,0,M420,,M434,M437,
4,2017,7/16/2017,1,M155,M225,M203,,
4,2017,9/19/2017,1,M217,M214,,,
4,2017,4/5/2017,1,M139,,,,
3,2018,5/12/2018,0,M237,,,,
3,2018,3/24/2018,0,M074,,,,
3,2015,10/1/2015,1,M030,M007,,,
1,2015,5/11/2015,0,M256,,,,
4,2016,4/2/2016,1,M166,,M165,,
3,2018,3/28/2018,0,M086,M079,M003,M033,M067
4,2017,6/13/2017,1,M123,,,,
1,2016,2/8/2016,0,M316,,,,
3,2019,9/15/2019,0,M237,,,,
1,2016,2/21/2016,1,M320,,,,
4,2017,8/29/2017,1,M546,,,,
4,2018,2/27/2018,1,M130,,,,
1,2017,2/24/2017,0,M406,,,,
2,2013,6/2/2013,0,M426,M422,,,
3,2018,3/27/2018,1,M053,M033,M073,,
3,2017,9/7/2017,0,M054,,,,
4,2018,7/21/2018,0,M161,,,,
3,2014,9/15/2014,1,M035,,M049,,
4,2016,11/4/2016,1,M135,,,,
3,2014,8/13/2014,1,M047,,,,
4,2017,6/6/2017,1,M166,,,,
4,2018,6/27/2018,1,M139,M174,,,
3,2015,10/19/2015,0,M025,,M007,,
3,2018,8/3/2018,0,M376,,,,
4,2018,5/14/2018,0,M552,,,,
4,2018,4/7/2018,0,M162,,,,
4,2017,2/19/2017,1,M139,,,,
3,2019,6/26/2019,1,M009,,,,
2,2016,10/12/2016,1,M439,,,,
4,2018,7/24/2018,0,M125,M120,M179,,
1,2016,3/8/2016,0,M357,,,,
3,2019,9/30/2019,0,M010,M011,,,
4,2017,2/28/2017,1,M206,,,,
2,2015,9/13/2015,1,M427,,,,
3,2019,7/17/2019,0,M036,M077,,,
1,2018,3/21/2018,1,M382,,,,
3,2017,10/3/2017,1,M338,M010,,,
1,2017,4/27/2017,0,M404,,,,
3,2017,9/13/2017,1,M077,M093,M018,M078,M025
1,2015,5/3/2015,1,M293,,,,
3,2016,10/3/2016,1,M035,,,,
3,2018,3/6/2018,1,M082,M060,,,
4,2017,3/31/2017,0,M192,,,,
4,2019,3/2/2019,1,M129,,,,
4,2015,5/2/2015,0,M120,,M144,,
4,2018,6/19/2018,1,M520,,,,
3,2019,4/19/2019,0,M110,M062,,,
4,2016,4/13/2016,0,M195,,,,
4,2017,7/26/2017,1,M200,,,,
1,2015,1/24/2015,1,M258,,,,
3,2018,6/20/2018,1,M018,,,,
4,2017,5/30/2017,1,M554,,,,
1,2017,3/1/2017,1,M273,,,,
4,2017,5/1/2017,0,M205,M174,,,
4,2016,5/15/2016,1,M185,,,,
2,2014,7/8/2014,0,M452,,,,
2,2017,8/11/2017,1,M429,,M485,,
3,2017,3/21/2017,1,M498,M017,M073,M078,
4,2018,11/12/2018,1,M549,,,,
3,2018,5/19/2018,1,M005,M104,M495,M086,
1,2017,3/17/2017,0,M337,,,,
3,2013,7/18/2013,1,M005,,,,
3,2017,4/22/2017,0,M025,M078,,,
1,2016,6/23/2016,0,M252,,,,
4,2018,4/4/2018,0,M050,,,,
4,2017,10/5/2017,1,M549,,,,
4,2015,9/11/2015,0,M175,,,,
3,2016,9/18/2016,1,M053,M037,,,
1,2018,2/4/2018,1,M374,,,,
1,2016,9/28/2016,1,M326,,,,
1,2017,5/25/2017,1,M271,,,,
4,2016,9/28/2016,0,M170,M145,,,
3,2017,4/7/2017,1,M113,,,,
3,2018,7/22/2018,1,M075,,,,
4,2019,6/17/2019,0,M241,M546,,,
3,2019,7/27/2019,1,M053,M048,,,
4,2019,3/7/2019,1,M232,,,,
3,2017,9/7/2017,0,M022,M035,,,
3,2018,9/27/2018,1,M113,M075,,,
4,2018,9/15/2018,1,M200,,,,
1,2015,4/28/2015,1,M351,,,,
1,2014,9/1/2014,0,M337,,,,
1,2016,10/1/2016,1,M272,,,,
4,2015,8/13/2015,0,M186,,,,
4,2017,8/24/2017,0,M174,,,,
4,2017,7/17/2017,1,M399,,,,
3,2017,4/16/2017,0,M044,M002,,,
4,2019,2/14/2019,0,M179,,,,
4,2017,3/26/2017,1,M154,,,,
4,2018,5/16/2018,1,M239,,,,
3,2018,3/1/2018,0,M033,,,,
4,2017,4/4/2017,0,M179,,,,
3,2014,9/15/2014,0,M019,,M024,M017,
2,2013,6/4/2013,0,M420,,M416,,
4,2016,7/7/2016,0,M174,,,,
2,2015,7/8/2015,0,M426,,,,
4,2019,7/3/2019,0,M245,M150,,,
3,2017,4/3/2017,0,M010,M016,M051,,
3,2018,7/10/2018,0,M014,,,,
1,2017,5/18/2017,0,M360,,,,
1,2017,2/15/2017,1,M375,,,,
1,2016,8/20/2016,0,M354,,,,
4,2018,4/12/2018,0,M230,,,,
3,2019,9/27/2019,1,M062,,,,
4,2017,9/10/2017,1,M218,,,,
2,2016,8/10/2016,1,M424,,M490,,
3,2016,9/15/2016,1,M059,,,,
4,2017,2/28/2017,1,M040,,,,
3,2018,7/10/2018,1,M496,M030,,,
3,2017,7/2/2017,0,M104,,,,
4,2018,7/29/2018,0,M240,M210,M123,,
1,2016,5/14/2016,0,M366,,,,
3,2018,7/20/2018,1,M067,M005,,,
3,2017,5/7/2017,0,M080,,,,
1,2017,2/21/2017,1,M272,,,,
3,2019,6/12/2019,0,M090,,,,
3,2017,7/5/2017,1,M072,,,,
1,2018,11/22/2018,0,M531,M409,,,
4,2018,6/3/2018,1,M214,,,,
4,2017,3/30/2017,0,M148,,,,
3,2014,10/15/2014,1,M016,,,,
3,2017,4/26/2017,0,M014,M071,M081,,
3,2017,2/4/2017,0,M060,,,,
1,2018,6/13/2018,1,M401,,,,
4,2019,10/2/2019,0,M222,,,,
4,2018,3/21/2018,0,M243,,,,
4,2017,3/7/2017,1,M218,,,,
3,2014,9/3/2014,0,M041,,,,
4,2018,7/17/2018,0,M147,,,,
3,2017,6/13/2017,1,M075,,,,
3,2017,8/18/2017,1,M078,M003,,,
3,2018,4/2/2018,0,M011,,,,
3,2018,2/4/2018,0,M079,,,,
4,2019,2/18/2019,1,M184,,,,
4,2017,3/8/2017,1,M040,,,,
4,2016,11/30/2016,0,M174,,,,
3,2019,6/21/2019,1,M016,M010,M021,,
3,2014,9/14/2014,0,M019,,,,
1,2014,3/10/2014,1,M296,,,,
1,2014,2/5/2014,1,M326,,,,
1,2015,6/22/2015,1,M274,,,,
4,2017,3/30/2017,0,M253,,,,
1,2017,4/20/2017,0,M350,,,,
4,2019,6/27/2019,1,M231,M174,,,
4,2017,3/7/2017,1,M149,,,,
1,2016,8/15/2016,0,M361,,,,
3,2019,9/15/2019,0,M020,M093,,,
4,2016,7/7/2016,0,M215,,,,
4,2018,2/4/2018,1,M123,,,,
1,2016,8/9/2016,0,M328,,,,
1,2016,10/31/2016,1,M194,,,,
2,2015,8/15/2015,0,M426,,,,
3,2019,7/4/2019,1,M078,M104,M020,M060,
4,2019,6/18/2019,1,M551,,,,
3,2019,8/10/2019,1,M009,M498,,,
4,2018,5/12/2018,1,M123,M158,,,
3,2018,11/13/2018,0,M074,M090,M013,,
4,2018,6/23/2018,0,M175,,,,
4,2018,3/8/2018,0,M240,,,,
4,2017,2/19/2017,0,M167,,,,
1,2016,5/24/2016,0,M376,,,,
3,2019,8/12/2019,1,M002,M062,M079,,
3,2019,5/19/2019,1,M075,,,,
3,2019,1/22/2019,0,M010,,,,
4,2018,6/10/2018,0,M147,,,,
1,2014,8/4/2014,0,M302,M265,,,
3,2019,2/21/2019,0,M008,,,,
1,2015,2/17/2015,0,M322,,,,
4,2018,11/7/2018,0,M186,,,,
4,2017,4/30/2017,1,M163,,,,
3,2017,2/28/2017,1,M035,,,,
4,2019,6/16/2019,1,M231,,,,
3,2019,3/21/2019,1,M018,,,,
2,2015,5/22/2015,1,M431,,M438,,
3,2017,4/14/2017,1,M067,M080,M051,,
3,2019,4/22/2019,0,M010,,,,
3,2019,1/24/2019,1,M051,M017,M041,,
1,2017,9/9/2017,1,M293,,,,
3,2018,9/1/2018,1,M064,,,,
3,2018,8/6/2018,1,M338,,,,
2,2017,9/18/2017,0,M373,,,,
4,2017,7/30/2017,0,M147,,,,
4,2018,5/25/2018,1,M225,,,,
3,2018,9/16/2018,0,M033,M113,M080,M021,M077
3,2017,3/30/2017,0,M041,M016,,,
3,2016,11/2/2016,0,M110,,,,
4,2017,4/8/2017,0,M125,,,,
3,2017,8/17/2017,0,M084,,,,
4,2015,9/4/2015,1,M185,,,,
1,2015,9/12/2015,1,M282,,,,
4,2019,7/15/2019,0,M240,,,,
4,2019,7/18/2019,1,M217,M240,,,
3,2018,6/29/2018,0,M094,,,,
3,2019,6/19/2019,0,M097,,,,
4,2018,7/17/2018,1,M187,,,,
4,2018,6/9/2018,0,M233,,,,
1,2015,7/3/2015,0,M350,,,,
4,2016,12/19/2016,0,M227,,,,
1,2016,5/18/2016,1,M347,,,,
4,2017,9/5/2017,0,M228,,,,
1,2015,4/26/2015,1,M258,,,,
3,2014,9/28/2014,0,M056,,,,
3,2018,6/7/2018,0,M037,,,,
1,2016,2/11/2016,1,M334,,,,
2,2013,6/6/2013,1,M443,,,,
3,2017,5/16/2017,0,M252,,,,
4,2015,8/20/2015,1,M184,,,,
4,2017,8/26/2017,0,M553,,,,
1,2014,9/10/2014,0,M330,,,,
3,2019,2/20/2019,1,M067,M005,M074,,
3,2018,8/5/2018,1,M053,M091,M017,M113,
1,2014,8/13/2014,1,M334,,,,
4,2017,2/13/2017,0,M240,,,,
4,2015,9/9/2015,0,M210,,,,
3,2017,6/28/2017,1,M113,M021,,,
4,2017,8/11/2017,1,M217,,,,
3,2017,7/25/2017,0,M091,M017,M062,M044,
4,2017,5/8/2017,1,M214,,,,
4,2018,6/8/2018,1,M218,,,,
4,2017,11/29/2017,1,M040,,,,
4,2016,3/18/2016,1,M150,,,,
4,2017,9/9/2017,1,M149,,,,
4,2019,6/4/2019,0,M120,M550,M125,,
1,2015,5/4/2015,1,M325,,,,
3,2018,7/19/2018,1,M062,,,,
4,2018,8/20/2018,0,M170,M221,,,
3,2017,8/13/2017,0,M022,,,,
1,2016,3/21/2016,0,M342,,,,
3,2019,9/28/2019,0,M091,M044,M010,,
4,2014,5/24/2014,1,M150,,M153,,
1,2016,6/16/2016,1,M375,M281,,,
1,2016,2/22/2016,1,M374,,,,
1,2017,1/25/2017,1,M289,,,,
3,2017,4/5/2017,0,M090,,,,
3,2017,1/24/2017,0,M052,M044,,,
3,2018,9/16/2018,0,M060,M104,,,
4,2017,2/23/2017,0,M152,,,,
1,2014,3/17/2014,0,M315,,,,
1,2015,10/1/2015,1,M301,,,,
4,2015,4/22/2015,0,M215,,,,
3,2019,8/10/2019,0,M252,M005,,,
1,2017,3/11/2017,1,M326,,,,
4,2017,4/27/2017,0,M046,,,,
3,2019,3/23/2019,0,M036,,,,
3,2018,8/10/2018,0,M052,M042,M017,M016,
4,2017,8/29/2017,1,M182,M247,,,
3,2017,4/19/2017,0,M044,M033,M021,,
2,2016,10/7/2016,0,M490,,,,
3,2019,8/27/2019,1,M027,M026,,,
3,2018,4/19/2018,1,M338,M494,M014,,
1,2017,2/9/2017,0,M315,,,,
4,2017,9/20/2017,1,M158,,,,
3,2016,8/20/2016,1,M053,,M014,M091,M017
3,2018,5/17/2018,1,M075,,,,
4,2017,12/14/2017,1,M144,,,,
1,2017,10/28/2017,1,M274,M503,M414,,
3,2019,8/22/2019,1,M018,M495,,,
3,2016,9/20/2016,0,M014,,,,
4,2014,4/3/2014,0,M165,,M141,M188,
3,2017,7/11/2017,0,M081,M496,,,
4,2018,2/27/2018,1,M139,,,,
1,2016,6/13/2016,1,M303,,,,
4,2018,4/28/2018,0,M210,,,,
3,2013,10/23/2013,0,M014,,,,
4,2017,5/16/2017,1,M231,M209,,,
3,2017,1/21/2017,0,M093,M062,,,
1,2016,5/17/2016,0,M376,,,,
1,2016,8/1/2016,0,M294,,,,
3,2019,9/24/2019,1,M003,M104,M073,M053,M091
4,2016,8/12/2016,1,M141,,,,
1,2017,2/17/2017,1,M320,,M333,,
1,2016,4/1/2016,0,M410,,,,
3,2015,4/16/2015,0,M010,,,,
3,2018,4/5/2018,0,M499,,,,
1,2014,8/12/2014,0,M290,,,,
4,2016,1/25/2016,0,M245,,,,
3,2014,8/12/2014,0,M028,,,,
1,2016,3/11/2016,0,M290,,,,
3,2017,10/2/2017,1,M062,M080,,,
3,2018,7/12/2018,0,M036,M020,,,
3,2014,10/13/2014,0,M019,,,,
3,2019,7/12/2019,0,M011,M013,,,
3,2018,8/10/2018,0,M495,M494,M498,,
3,2018,6/22/2018,0,M104,,M008,,
1,2015,3/16/2015,0,M314,,,,
3,2015,9/2/2015,1,M018,,,,
3,2019,3/24/2019,0,M104,M078,,,
1,2017,1/25/2017,0,M280,,,,
4,2019,8/2/2019,1,M130,M175,M135,,
2,2015,9/1/2015,1,M453,,M444,,
4,2016,3/9/2016,0,M159,,,,
1,2014,9/14/2014,0,M300,,,,
3,2018,7/11/2018,0,M034,M082,M079,M495,
3,2017,1/11/2017,0,M093,M071,,,
4,2017,1/19/2017,0,M253,,,,
3,2017,3/23/2017,0,M022,,,,
2,2013,8/9/2013,1,M427,,,,
1,2018,11/22/2018,0,M195,M385,M350,,
4,2018,9/1/2018,1,M214,,,,
4,2019,4/18/2019,0,M235,M046,,,
1,2016,2/20/2016,1,M335,,,,
3,2018,6/26/2018,1,M002,M086,,,
4,2016,9/28/2016,0,M167,,,,
4,2014,9/14/2014,0,M165,,,,
4,2017,6/13/2017,0,M132,,,,
3,2018,3/28/2018,1,M048,M013,,,
4,2018,5/11/2018,1,M134,,,,
4,2019,4/25/2019,0,M203,,,,
3,2019,7/1/2019,0,M080,M346,M013,,
3,2019,2/2/2019,1,M047,M062,,,
4,2016,5/31/2016,1,M134,,,,
4,2019,4/4/2019,0,M174,,,,
4,2018,7/12/2018,0,M152,,,,
4,2017,7/16/2017,1,M236,,,,
3,2018,4/12/2018,1,M017,M002,,,
3,2017,5/15/2017,0,M054,M346,,,
4,2018,5/31/2018,1,M124,,,,
1,2018,4/3/2018,1,M301,,,,
4,2016,5/10/2016,0,M192,,,,
4,2017,3/8/2017,1,M163,M124,,,
3,2018,6/20/2018,0,M091,M495,,,
4,2017,2/25/2017,1,M031,,,,
4,2017,1/16/2017,0,M175,,,,
4,2019,1/23/2019,0,M205,,,,
3,2016,12/20/2016,0,M013,,,,
1,2018,5/13/2018,0,M281,,,,
4,2016,10/24/2016,1,M214,M230,,,
3,2018,6/8/2018,0,M033,,,,
4,2018,6/26/2018,1,M182,M157,,,
4,2019,6/16/2019,0,M050,,,,
4,2017,7/22/2017,1,M149,M161,,,
4,2018,3/31/2018,1,M217,M246,M550,,
2,2013,8/17/2013,0,M436,,,,
3,2017,4/22/2017,1,M338,,,,
4,2017,4/16/2017,0,M209,,,,
3,2016,5/22/2016,1,M032,,,,
4,2017,6/27/2017,0,M222,,,,
3,2019,1/14/2019,0,M052,M003,M067,M026,
3,2017,10/3/2017,0,M020,M016,M044,M077,
1,2017,3/15/2017,0,M370,,,,
3,2015,9/23/2015,1,M040,,,,
4,2018,6/6/2018,1,M217,,,,
3,2014,5/19/2014,0,M054,,,,
2,2013,9/19/2013,0,M438,,,,
3,2017,8/19/2017,1,M030,M048,,,
4,2019,8/21/2019,1,M129,,,,
3,2017,6/15/2017,0,M104,M093,,,
3,2018,8/5/2018,0,M006,,M044,,
2,2014,7/1/2014,0,M456,,,,
4,2019,7/12/2019,0,M201,M157,,,
1,2018,1/24/2018,0,M322,,,,
3,2018,2/21/2018,1,M048,,,,
1,2017,3/24/2017,1,M403,,,,
1,2014,2/12/2014,0,M288,,,,
3,2017,5/23/2017,1,M042,M048,,,
1,2017,2/9/2017,1,M346,,,,
1,2015,3/16/2015,1,M309,,,,
3,2015,6/16/2015,1,M009,,,,
3,2019,4/10/2019,0,M025,,,,
1,2015,5/13/2015,1,M326,,,,
3,2018,6/26/2018,1,M026,M498,,,
1,2015,9/16/2015,1,M271,,,,
1,2016,3/18/2016,1,M351,,,,
1,2016,3/31/2016,0,M269,,,,
1,2016,5/1/2016,0,M332,,,,
3,2019,7/25/2019,1,M075,M013,,,
4,2016,12/8/2016,0,M246,,,,
1,2016,5/3/2016,0,M348,,,,
1,2015,2/23/2015,0,M269,,,,
4,2018,12/5/2018,0,M132,,,,
4,2014,4/11/2014,0,M148,,,,
4,2018,5/3/2018,0,M226,,,,
1,2016,7/28/2016,0,M332,,,,
1,2015,6/11/2015,1,M301,,,,
4,2017,10/29/2017,0,M175,,,,
3,2019,7/15/2019,1,M018,M054,M078,,
4,2019,7/12/2019,1,M154,,,,
3,2019,4/18/2019,1,M075,M090,,,
4,2016,5/5/2016,0,M153,,,,
1,2016,3/17/2016,1,M341,,,,
2,2013,8/18/2013,0,M425,,,,
3,2018,5/20/2018,1,M027,M079,M022,,
1,2016,6/6/2016,1,M395,,,,
2,2013,7/1/2013,0,M420,,,,
3,2019,9/14/2019,1,M005,,,,
2,2013,6/15/2013,1,M445,,,,
4,2019,3/1/2019,1,M158,,,,
1,2016,6/9/2016,0,M352,,,,
4,2016,5/2/2016,1,M121,,,,
3,2017,6/27/2017,1,M338,M036,,,
4,2019,8/17/2019,1,M554,,,,
4,2018,9/24/2018,0,M167,M215,,,
3,2018,8/3/2018,0,M090,M074,M495,,
1,2016,2/4/2016,1,M320,,,,
4,2015,4/4/2015,1,M187,,,,
3,2018,11/2/2018,0,M022,,,,
4,2018,4/16/2018,0,M170,M200,,,
4,2016,10/7/2016,1,M196,,,,
3,2018,7/9/2018,1,M005,,,,
1,2015,3/16/2015,0,M316,,,,
3,2014,9/23/2014,1,M021,M024,,,
3,2016,5/16/2016,0,M070,,,,
1,2016,5/9/2016,1,M306,,,,
1,2015,3/23/2015,1,M382,M276,,,
4,2019,6/13/2019,1,M134,,,,
3,2019,7/4/2019,0,M006,,,,
3,2018,7/10/2018,0,M079,M003,M080,,
3,2014,9/25/2014,1,M018,,M021,,
4,2018,4/7/2018,1,M124,,,,
1,2017,5/4/2017,0,M280,,,,
4,2016,10/2/2016,0,M122,M157,,,
4,2019,4/4/2019,1,M182,,,,
3,2019,2/20/2019,0,M093,M009,,,
1,2015,3/29/2015,0,M292,,,,
2,2015,9/3/2015,0,M473,,M449,,
1,2016,4/16/2016,0,M266,,,,
3,2019,9/23/2019,1,M030,M041,M054,M044,M011
3,2017,9/29/2017,0,M495,M041,M008,,
4,2017,7/18/2017,1,M131,,,,
4,2018,7/15/2018,0,M556,,,,
4,2018,6/1/2018,1,M134,,,,
1,2017,6/11/2017,1,M395,,,,
1,2016,7/12/2016,1,M346,,,,
1,2015,3/12/2015,0,M307,,,,
4,2017,3/22/2017,1,M168,,,,
2,2013,7/25/2013,1,M439,,,,
1,2016,3/26/2016,1,M335,,,,
3,2018,1/21/2018,0,M033,M005,,,
3,2018,5/10/2018,1,M016,M086,,,
4,2018,1/24/2018,0,M253,,,,
1,2018,2/9/2018,0,M314,,,,
3,2019,8/19/2019,0,M011,M003,M010,,
3,2014,9/20/2014,1,M009,,,,
1,2017,5/29/2017,1,M411,,,,
3,2019,3/20/2019,0,M033,M053,,,
4,2015,10/11/2015,0,M147,,,,
4,2017,11/9/2017,0,M244,,,,
4,2017,6/16/2017,0,M233,M163,,,
1,2016,2/26/2016,0,M388,,,,
3,2019,7/4/2019,1,M498,M021,,,
1,2016,10/6/2016,0,M278,,,,
4,2018,9/29/2018,0,M152,M124,,,
3,2019,4/25/2019,0,M110,M252,,,
1,2015,3/8/2015,0,M333,,,,
1,2016,2/24/2016,1,M293,,,,
3,2016,6/24/2016,1,M051,,M003,,
4,2014,8/10/2014,0,M181,,,,
3,2017,8/5/2017,1,M002,M077,,,
3,2018,10/4/2018,1,M027,M090,,,
4,2019,4/29/2019,0,M161,M249,,,
3,2019,8/12/2019,0,M013,,,,
3,2017,8/1/2017,0,M252,M047,,,
2,2015,6/16/2015,0,M456,,,,
1,2015,2/21/2015,1,M257,,,,
4,2019,8/16/2019,0,M050,,,,
3,2015,5/5/2015,0,M044,,,,
3,2019,7/4/2019,0,M044,M009,,,
1,2016,1/27/2016,0,M390,,,,
1,2015,9/14/2015,0,M332,,,,
2,2015,8/9/2015,0,M464,,,,
3,2016,4/12/2016,1,M039,,,,
3,2019,2/21/2019,1,M494,M030,,,
2,2015,8/7/2015,1,M482,,M449,M428,
4,2018,3/7/2018,0,M120,,,,
4,2019,1/27/2019,1,M194,,,,
3,2017,6/17/2017,0,M104,M075,,,
2,2016,10/4/2016,1,M445,,,,
3,2014,7/30/2014,0,M004,,,,
4,2019,7/14/2019,0,M046,,,,
4,2016,7/20/2016,0,M056,,,,
2,2015,7/4/2015,0,M436,,,,
4,2015,5/4/2015,1,M168,,,,
4,2018,3/10/2018,1,M157,,,,
4,2019,7/30/2019,1,M254,M502,,,
4,2019,7/22/2019,0,M161,,,,
4,2017,5/11/2017,0,M235,,,,
1,2016,9/18/2016,1,M325,,,,
1,2017,3/22/2017,0,M316,,,,
4,2019,5/1/2019,1,M200,M222,,,
4,2018,3/22/2018,1,M135,,,,
3,2018,7/16/2018,0,M022,M082,M041,,
3,2017,8/25/2017,1,M021,M053,M003,M091,M086
4,2019,7/5/2019,1,M387,,,,
2,2014,8/13/2014,1,M432,,,,
1,2018,2/3/2018,0,M392,,,,
1,2016,8/10/2016,1,M391,,,,
1,2015,2/8/2015,1,M309,,,,
3,2019,2/18/2019,1,M003,,,,
4,2015,4/13/2015,1,M223,,,,
4,2017,8/5/2017,1,M182,,,,
4,2015,5/1/2015,0,M174,,,,
3,2018,8/10/2018,0,M090,M014,M027,M073,
3,2014,8/18/2014,0,M041,,,,
4,2017,4/1/2017,1,M149,M161,,,
3,2019,3/11/2019,1,M338,M032,M078,,
3,2019,7/24/2019,1,M067,M026,,,
1,2016,12/12/2016,1,M345,,,,
3,2018,9/20/2018,0,M080,M090,,,
4,2017,3/26/2017,0,M162,,,,
4,2019,9/17/2019,1,M124,M210,,,
4,2019,3/31/2019,1,M217,,,,
2,2014,9/11/2014,1,M423,,,,
1,2018,3/13/2018,1,M391,,,,
2,2017,9/5/2017,0,M486,,,,
4,2019,7/14/2019,1,M154,,,,
1,2014,7/31/2014,1,M012,,,,
3,2017,1/16/2017,0,M013,,,,
4,2017,8/17/2017,1,M187,,,,
4,2017,9/13/2017,0,M209,M554,,,
4,2019,6/30/2019,0,M161,,,,
1,2016,9/4/2016,1,M289,,,,
4,2014,8/11/2014,0,M188,,,,
1,2018,1/23/2018,1,M347,,,,
